,NEWCollabToolsWorkedWith,Confluence,Jira,Slack,Microsoft Azure,Trello,Github,Gitlab,"Google Suite (Docs, Meet, etc)",Microsoft Teams,Stack Overflow for Teams,Facebook Workplace
46927,"Confluence;Jira;Github;Microsoft Teams;Google Suite (Docs, Meet, etc)",1,1,0,0,0,1,0,1,1,0,0
46928,"Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,1,1,0,0,0
46929,Jira;Microsoft Teams;Microsoft Azure;Trello,0,1,0,1,1,0,0,0,1,0,0
46930,Jira;Github;Slack,0,1,1,0,0,1,0,0,0,0,0
46931,,0,0,0,0,0,0,0,0,0,0,0
46932,,0,0,0,0,0,0,0,0,0,0,0
46933,Github,0,0,0,0,0,1,0,0,0,0,0
46934,Jira,0,1,0,0,0,0,0,0,0,0,0
46935,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
46936,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
46937,"Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,0,1,0,0,0
46938,,0,0,0,0,0,0,0,0,0,0,0
46939,"Trello;Google Suite (Docs, Meet, etc)",0,0,0,0,1,0,0,1,0,0,0
46940,Github;Microsoft Teams;Microsoft Azure,0,0,0,1,0,1,0,0,1,0,0
46941,Confluence;Jira;Github,1,1,0,0,0,1,0,0,0,0,0
46942,Github;Stack Overflow for Teams,0,0,0,0,0,1,0,0,0,1,0
46943,Jira;Github;Slack,0,1,1,0,0,1,0,0,0,0,0
46944,Confluence;Jira;Github;Slack,1,1,1,0,0,1,0,0,0,0,0
46945,Jira;Github,0,1,0,0,0,1,0,0,0,0,0
46946,Github;Microsoft Azure,0,0,0,1,0,1,0,0,0,0,0
46947,"Confluence;Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,1,1,0,0,0
46948,"Jira;Github;Slack;Google Suite (Docs, Meet, etc)",0,1,1,0,0,1,0,1,0,0,0
46949,,0,0,0,0,0,0,0,0,0,0,0
46950,,0,0,0,0,0,0,0,0,0,0,0
46951,Confluence;Jira;Slack,1,1,1,0,0,0,0,0,0,0,0
46952,Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams,1,1,1,0,0,1,1,0,1,0,0
46953,Confluence;Jira,1,1,0,0,0,0,0,0,0,0,0
46954,Jira,0,1,0,0,0,0,0,0,0,0,0
46955,Microsoft Teams;Microsoft Azure,0,0,0,1,0,0,0,0,1,0,0
46956,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
46957,"Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,1,1,0,1,1,0,1,0,0,0
46958,"Github;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,0,1,0,0,0
46959,Jira;Github;Gitlab;Slack;Microsoft Teams,0,1,1,0,0,1,1,0,1,0,0
46960,Github;Microsoft Teams;Microsoft Azure,0,0,0,1,0,1,0,0,1,0,0
46961,Jira,0,1,0,0,0,0,0,0,0,0,0
46962,Confluence;Jira,1,1,0,0,0,0,0,0,0,0,0
46963,Github;Microsoft Teams;Microsoft Azure,0,0,0,1,0,1,0,0,1,0,0
46964,Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams;Microsoft Azure,1,1,1,1,0,1,1,0,1,0,0
46965,Github;Slack;Microsoft Teams,0,0,1,0,0,1,0,0,1,0,0
46966,Github;Gitlab;Microsoft Teams,0,0,0,0,0,1,1,0,1,0,0
46967,"Jira;Github;Slack;Google Suite (Docs, Meet, etc)",0,1,1,0,0,1,0,1,0,0,0
46968,Confluence;Jira,1,1,0,0,0,0,0,0,0,0,0
46969,Jira;Microsoft Teams;Trello,0,1,0,0,1,0,0,0,1,0,0
46970,"Github;Trello;Google Suite (Docs, Meet, etc)",0,0,0,0,1,1,0,1,0,0,0
46971,Confluence;Jira;Github;Slack,1,1,1,0,0,1,0,0,0,0,0
46972,"Github;Microsoft Teams;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,0,1,1,0,0
46973,"Github;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,0,1,0,0,0
46974,Confluence;Jira;Github,1,1,0,0,0,1,0,0,0,0,0
46975,Github;Trello,0,0,0,0,1,1,0,0,0,0,0
46976,"Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,0,1,0,0,0
46977,Confluence;Jira;Github;Gitlab;Slack;Trello,1,1,1,0,1,1,1,0,0,0,0
46978,"Gitlab;Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc)",0,0,0,1,0,0,1,1,1,0,0
46979,Confluence;Jira,1,1,0,0,0,0,0,0,0,0,0
46980,"Github;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,0,1,0,0,0
46981,Slack,0,0,1,0,0,0,0,0,0,0,0
46982,"Jira;Github;Slack;Microsoft Azure;Google Suite (Docs, Meet, etc)",0,1,1,1,0,1,0,1,0,0,0
46983,Confluence;Jira;Gitlab,1,1,0,0,0,0,1,0,0,0,0
46984,Confluence;Microsoft Teams;Microsoft Azure,1,0,0,1,0,0,0,0,1,0,0
46985,"Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,1,1,0,0,0
46986,,0,0,0,0,0,0,0,0,0,0,0
46987,Github;Slack,0,0,1,0,0,1,0,0,0,0,0
46988,Github;Gitlab,0,0,0,0,0,1,1,0,0,0,0
46989,"Jira;Google Suite (Docs, Meet, etc)",0,1,0,0,0,0,0,1,0,0,0
46990,"Github;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,0,1,0,0,0
46991,Gitlab,0,0,0,0,0,0,1,0,0,0,0
46992,"Github;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,0,1,0,0,0
46993,Confluence;Jira;Github;Microsoft Teams,1,1,0,0,0,1,0,0,1,0,0
46994,,0,0,0,0,0,0,0,0,0,0,0
46995,"Confluence;Slack;Trello;Google Suite (Docs, Meet, etc)",1,0,1,0,1,0,0,1,0,0,0
46996,Confluence;Jira;Gitlab;Slack,1,1,1,0,0,0,1,0,0,0,0
46997,"Jira;Trello;Google Suite (Docs, Meet, etc)",0,1,0,0,1,0,0,1,0,0,0
46998,Confluence;Jira;Github;Slack;Trello,1,1,1,0,1,1,0,0,0,0,0
46999,Confluence;Jira;Github;Slack;Microsoft Teams,1,1,1,0,0,1,0,0,1,0,0
47000,Confluence;Jira;Github,1,1,0,0,0,1,0,0,0,0,0
47001,"Github;Microsoft Teams;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,0,1,1,0,0
47002,Github;Microsoft Teams,0,0,0,0,0,1,0,0,1,0,0
47003,Github;Slack;Trello,0,0,1,0,1,1,0,0,0,0,0
47004,Github;Slack,0,0,1,0,0,1,0,0,0,0,0
47005,Jira;Github;Slack;Trello,0,1,1,0,1,1,0,0,0,0,0
47006,Github;Gitlab;Slack;Trello,0,0,1,0,1,1,1,0,0,0,0
47007,"Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,0,1,0,0,0
47008,Github;Gitlab;Slack;Microsoft Azure;Trello,0,0,1,1,1,1,1,0,0,0,0
47009,"Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",0,1,1,0,0,1,1,1,0,0,0
47010,"Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,0,0,1,0,0,0
47011,"Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,1,1,0,0,0
47012,"Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,1,1,1,0,0
47013,,0,0,0,0,0,0,0,0,0,0,0
47014,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
47015,,0,0,0,0,0,0,0,0,0,0,0
47016,Microsoft Teams,0,0,0,0,0,0,0,0,1,0,0
47017,Confluence;Jira;Github;Slack;Microsoft Teams,1,1,1,0,0,1,0,0,1,0,0
47018,Confluence;Jira;Github;Microsoft Teams,1,1,0,0,0,1,0,0,1,0,0
47019,Confluence;Jira;Github,1,1,0,0,0,1,0,0,0,0,0
47020,Github;Gitlab;Microsoft Teams;Microsoft Azure,0,0,0,1,0,1,1,0,1,0,0
47021,"Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,0,1,0,0,0
47022,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
47023,Github;Facebook Workplace,0,0,0,0,0,1,0,0,0,0,1
47024,"Confluence;Jira;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,0,1,1,0,0,0
47025,"Github;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,0,1,0,0,0
47026,"Github;Slack;Microsoft Azure;Google Suite (Docs, Meet, etc)",0,0,1,1,0,1,0,1,0,0,0
47027,"Confluence;Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,1,1,0,0,0
47028,Github;Slack,0,0,1,0,0,1,0,0,0,0,0
47029,Confluence;Jira;Github;Gitlab;Microsoft Teams;Microsoft Azure;Trello,1,1,0,1,1,1,1,0,1,0,0
47030,Gitlab;Slack;Trello,0,0,1,0,1,0,1,0,0,0,0
47031,Github;Slack;Trello,0,0,1,0,1,1,0,0,0,0,0
47032,"Confluence;Jira;Github;Slack;Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc)",1,1,1,1,0,1,0,1,1,0,0
47033,"Github;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,0,1,0,0,0
47034,,0,0,0,0,0,0,0,0,0,0,0
47035,"Confluence;Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,0,1,0,0,0
47036,Jira;Github;Microsoft Teams,0,1,0,0,0,1,0,0,1,0,0
47037,Github;Gitlab;Slack,0,0,1,0,0,1,1,0,0,0,0
47038,Gitlab;Slack;Microsoft Teams;Microsoft Azure,0,0,1,1,0,0,1,0,1,0,0
47039,Github;Gitlab;Slack;Microsoft Teams;Microsoft Azure;Trello,0,0,1,1,1,1,1,0,1,0,0
47040,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
47041,"Confluence;Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,1,1,0,0,0
47042,,0,0,0,0,0,0,0,0,0,0,0
47043,"Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,1,1,0,0,0
47044,,0,0,0,0,0,0,0,0,0,0,0
47045,"Github;Gitlab;Slack;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,1,1,1,0,0
47046,,0,0,0,0,0,0,0,0,0,0,0
47047,Jira;Github,0,1,0,0,0,1,0,0,0,0,0
47048,Trello,0,0,0,0,1,0,0,0,0,0,0
47049,"Confluence;Jira;Github;Slack;Microsoft Teams;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",1,1,1,1,1,1,0,1,1,0,0
47050,Github;Slack,0,0,1,0,0,1,0,0,0,0,0
47051,Confluence;Jira;Gitlab;Slack,1,1,1,0,0,0,1,0,0,0,0
47052,"Jira;Github;Slack;Google Suite (Docs, Meet, etc)",0,1,1,0,0,1,0,1,0,0,0
47053,Jira,0,1,0,0,0,0,0,0,0,0,0
47054,"Confluence;Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,1,1,0,0,0
47055,Jira;Github;Slack,0,1,1,0,0,1,0,0,0,0,0
47056,"Confluence;Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,1,1,0,0,0
47057,"Google Suite (Docs, Meet, etc)",0,0,0,0,0,0,0,1,0,0,0
47058,,0,0,0,0,0,0,0,0,0,0,0
47059,Confluence;Jira;Github;Slack;Microsoft Teams,1,1,1,0,0,1,0,0,1,0,0
47060,"Github;Slack;Microsoft Teams;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,0,1,1,0,0
47061,Github;Slack,0,0,1,0,0,1,0,0,0,0,0
47062,"Github;Slack;Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc)",0,0,1,1,0,1,0,1,1,0,0
47063,Jira;Github;Slack,0,1,1,0,0,1,0,0,0,0,0
47064,Github;Facebook Workplace;Slack,0,0,1,0,0,1,0,0,0,0,1
47065,Github;Microsoft Azure,0,0,0,1,0,1,0,0,0,0,0
47066,"Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,1,1,0,1,1,0,1,0,0,0
47067,,0,0,0,0,0,0,0,0,0,0,0
47068,"Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,0,1,0,0,0
47069,"Github;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,0,1,0,0,0
47070,"Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,0,1,0,0,0
47071,"Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",1,1,1,1,1,1,1,1,1,0,0
47072,Jira;Gitlab;Stack Overflow for Teams,0,1,0,0,0,0,1,0,0,1,0
47073,Microsoft Teams;Microsoft Azure,0,0,0,1,0,0,0,0,1,0,0
47074,Github,0,0,0,0,0,1,0,0,0,0,0
47075,Jira;Github,0,1,0,0,0,1,0,0,0,0,0
47076,,0,0,0,0,0,0,0,0,0,0,0
47077,Confluence;Github;Slack,1,0,1,0,0,1,0,0,0,0,0
47078,Confluence;Jira;Github;Microsoft Teams,1,1,0,0,0,1,0,0,1,0,0
47079,Github;Gitlab;Trello,0,0,0,0,1,1,1,0,0,0,0
47080,Github;Microsoft Teams;Microsoft Azure,0,0,0,1,0,1,0,0,1,0,0
47081,Confluence;Jira;Github;Slack;Microsoft Teams;Microsoft Azure;Trello,1,1,1,1,1,1,0,0,1,0,0
47082,"Github;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,0,1,0,0,0
47083,,0,0,0,0,0,0,0,0,0,0,0
47084,"Github;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",0,0,0,0,0,1,0,1,0,1,0
47085,,0,0,0,0,0,0,0,0,0,0,0
47086,"Gitlab;Google Suite (Docs, Meet, etc)",0,0,0,0,0,0,1,1,0,0,0
47087,Confluence;Jira;Microsoft Teams,1,1,0,0,0,0,0,0,1,0,0
47088,"Confluence;Jira;Github;Microsoft Teams;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",1,1,0,1,1,1,0,1,1,0,0
47089,"Confluence;Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,0,1,0,0,0
47090,Jira;Github;Slack;Microsoft Teams;Microsoft Azure,0,1,1,1,0,1,0,0,1,0,0
47091,,0,0,0,0,0,0,0,0,0,0,0
47092,Github;Microsoft Azure;Trello,0,0,0,1,1,1,0,0,0,0,0
47093,Confluence;Jira;Github;Slack;Microsoft Teams,1,1,1,0,0,1,0,0,1,0,0
47094,Jira;Github;Gitlab;Microsoft Teams;Trello,0,1,0,0,1,1,1,0,1,0,0
47095,Confluence;Jira;Github;Slack,1,1,1,0,0,1,0,0,0,0,0
47096,"Confluence;Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,1,1,0,0,0
47097,"Github;Slack;Microsoft Teams;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",0,0,1,1,1,1,0,1,1,0,0
47098,Confluence;Jira;Github;Microsoft Teams,1,1,0,0,0,1,0,0,1,0,0
47099,"Confluence;Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",1,1,1,0,0,1,1,1,0,1,0
47100,Slack;Microsoft Teams,0,0,1,0,0,0,0,0,1,0,0
47101,"Google Suite (Docs, Meet, etc)",0,0,0,0,0,0,0,1,0,0,0
47102,Jira;Github;Microsoft Teams;Microsoft Azure;Trello,0,1,0,1,1,1,0,0,1,0,0
47103,"Github;Gitlab;Slack;Microsoft Azure;Google Suite (Docs, Meet, etc)",0,0,1,1,0,1,1,1,0,0,0
47104,"Gitlab;Google Suite (Docs, Meet, etc)",0,0,0,0,0,0,1,1,0,0,0
47105,"Gitlab;Trello;Google Suite (Docs, Meet, etc)",0,0,0,0,1,0,1,1,0,0,0
47106,Confluence;Jira;Github;Slack;Microsoft Azure,1,1,1,1,0,1,0,0,0,0,0
47107,Jira;Github;Slack,0,1,1,0,0,1,0,0,0,0,0
47108,"Jira;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",0,1,1,0,1,0,1,1,0,0,0
47109,Confluence;Jira;Github;Microsoft Teams,1,1,0,0,0,1,0,0,1,0,0
47110,,0,0,0,0,0,0,0,0,0,0,0
47111,"Confluence;Github;Facebook Workplace;Slack;Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",1,0,1,1,0,1,0,1,1,1,1
47112,Slack;Microsoft Teams;Microsoft Azure,0,0,1,1,0,0,0,0,1,0,0
47113,Confluence;Jira;Github;Microsoft Teams;Stack Overflow for Teams,1,1,0,0,0,1,0,0,1,1,0
47114,"Github;Slack;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",0,0,1,0,0,1,0,1,0,1,0
47115,Confluence;Jira,1,1,0,0,0,0,0,0,0,0,0
47116,"Confluence;Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,1,1,0,0,0
47117,"Jira;Github;Slack;Google Suite (Docs, Meet, etc)",0,1,1,0,0,1,0,1,0,0,0
47118,"Confluence;Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,0,1,0,0,0
47119,"Github;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,0,1,0,0,0
47120,,0,0,0,0,0,0,0,0,0,0,0
47121,"Confluence;Jira;Github;Gitlab;Microsoft Teams;Google Suite (Docs, Meet, etc)",1,1,0,0,0,1,1,1,1,0,0
47122,,0,0,0,0,0,0,0,0,0,0,0
47123,Slack;Microsoft Teams;Microsoft Azure,0,0,1,1,0,0,0,0,1,0,0
47124,Microsoft Teams,0,0,0,0,0,0,0,0,1,0,0
47125,Confluence;Jira;Slack,1,1,1,0,0,0,0,0,0,0,0
47126,Confluence;Jira;Github;Slack;Microsoft Teams;Microsoft Azure,1,1,1,1,0,1,0,0,1,0,0
47127,Github;Microsoft Teams;Microsoft Azure,0,0,0,1,0,1,0,0,1,0,0
47128,,0,0,0,0,0,0,0,0,0,0,0
47129,Confluence;Jira;Github;Gitlab;Microsoft Azure,1,1,0,1,0,1,1,0,0,0,0
47130,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",1,1,1,0,0,1,0,1,0,1,0
47131,"Confluence;Jira;Github;Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc)",1,1,0,1,0,1,0,1,1,0,0
47132,Confluence;Jira;Github;Slack;Microsoft Teams,1,1,1,0,0,1,0,0,1,0,0
47133,Github;Slack;Trello,0,0,1,0,1,1,0,0,0,0,0
47134,"Jira;Gitlab;Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc)",0,1,0,1,0,0,1,1,1,0,0
47135,"Github;Slack;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",0,0,1,1,1,1,0,1,0,0,0
47136,"Confluence;Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,1,1,0,0,0
47137,Confluence;Jira,1,1,0,0,0,0,0,0,0,0,0
47138,Github;Gitlab;Microsoft Teams;Microsoft Azure;Trello,0,0,0,1,1,1,1,0,1,0,0
47139,"Github;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,0,1,0,0,0
47140,Confluence;Jira,1,1,0,0,0,0,0,0,0,0,0
47141,Github;Facebook Workplace,0,0,0,0,0,1,0,0,0,0,1
47142,"Confluence;Jira;Slack;Microsoft Azure;Google Suite (Docs, Meet, etc)",1,1,1,1,0,0,0,1,0,0,0
47143,"Jira;Google Suite (Docs, Meet, etc)",0,1,0,0,0,0,0,1,0,0,0
47144,,0,0,0,0,0,0,0,0,0,0,0
47145,"Github;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,0,1,0,0,0
47146,Confluence;Jira;Github;Slack;Microsoft Teams,1,1,1,0,0,1,0,0,1,0,0
47147,"Github;Gitlab;Slack;Microsoft Teams;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,1,1,1,0,0
47148,"Confluence;Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,0,1,0,0,0
47149,Confluence;Jira;Gitlab;Microsoft Teams;Microsoft Azure,1,1,0,1,0,0,1,0,1,0,0
47150,Github;Slack,0,0,1,0,0,1,0,0,0,0,0
47151,"Github;Gitlab;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,1,1,0,0,0
47152,"Confluence;Jira;Github;Gitlab;Trello;Google Suite (Docs, Meet, etc)",1,1,0,0,1,1,1,1,0,0,0
47153,Confluence;Jira;Github;Slack;Microsoft Azure,1,1,1,1,0,1,0,0,0,0,0
47154,,0,0,0,0,0,0,0,0,0,0,0
47155,,0,0,0,0,0,0,0,0,0,0,0
47156,Jira;Github;Slack,0,1,1,0,0,1,0,0,0,0,0
47157,"Jira;Github;Slack;Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc)",0,1,1,1,0,1,0,1,1,0,0
47158,Confluence;Jira;Github;Slack;Microsoft Teams,1,1,1,0,0,1,0,0,1,0,0
47159,Github;Slack;Trello,0,0,1,0,1,1,0,0,0,0,0
47160,"Gitlab;Google Suite (Docs, Meet, etc)",0,0,0,0,0,0,1,1,0,0,0
47161,,0,0,0,0,0,0,0,0,0,0,0
47162,Jira;Github;Gitlab,0,1,0,0,0,1,1,0,0,0,0
47163,Confluence;Jira;Github;Slack;Microsoft Teams;Microsoft Azure;Trello,1,1,1,1,1,1,0,0,1,0,0
47164,"Confluence;Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,0,1,0,0,0
47165,"Microsoft Azure;Google Suite (Docs, Meet, etc)",0,0,0,1,0,0,0,1,0,0,0
47166,Gitlab;Trello,0,0,0,0,1,0,1,0,0,0,0
47167,Confluence;Jira;Github;Gitlab;Microsoft Teams,1,1,0,0,0,1,1,0,1,0,0
47168,Jira;Github,0,1,0,0,0,1,0,0,0,0,0
47169,"Github;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,0,1,0,0,0
47170,"Confluence;Jira;Gitlab;Slack;Microsoft Azure;Google Suite (Docs, Meet, etc)",1,1,1,1,0,0,1,1,0,0,0
47171,Github;Microsoft Teams,0,0,0,0,0,1,0,0,1,0,0
47172,,0,0,0,0,0,0,0,0,0,0,0
47173,,0,0,0,0,0,0,0,0,0,0,0
47174,"Confluence;Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,1,1,0,0,0
47175,"Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,1,1,1,0,0
47176,,0,0,0,0,0,0,0,0,0,0,0
47177,Github,0,0,0,0,0,1,0,0,0,0,0
47178,"Confluence;Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,0,1,0,0,0
47179,Confluence;Jira;Github;Gitlab,1,1,0,0,0,1,1,0,0,0,0
47180,"Confluence;Jira;Github;Slack;Microsoft Teams;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,1,0,0
47181,Jira;Github;Slack;Trello,0,1,1,0,1,1,0,0,0,0,0
47182,"Jira;Github;Google Suite (Docs, Meet, etc)",0,1,0,0,0,1,0,1,0,0,0
47183,"Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,0,1,0,0,0
47184,"Confluence;Jira;Github;Trello;Google Suite (Docs, Meet, etc)",1,1,0,0,1,1,0,1,0,0,0
47185,"Google Suite (Docs, Meet, etc)",0,0,0,0,0,0,0,1,0,0,0
47186,"Github;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,0,1,0,0,0
47187,Confluence;Jira;Slack;Microsoft Teams,1,1,1,0,0,0,0,0,1,0,0
47188,"Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",1,1,1,1,1,1,1,1,1,1,0
47189,"Jira;Github;Google Suite (Docs, Meet, etc)",0,1,0,0,0,1,0,1,0,0,0
47190,Jira;Github;Gitlab;Microsoft Teams;Microsoft Azure,0,1,0,1,0,1,1,0,1,0,0
47191,Confluence;Jira;Github;Slack,1,1,1,0,0,1,0,0,0,0,0
47192,"Google Suite (Docs, Meet, etc)",0,0,0,0,0,0,0,1,0,0,0
47193,Confluence;Jira,1,1,0,0,0,0,0,0,0,0,0
47194,"Confluence;Jira;Github;Facebook Workplace;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,1
47195,Gitlab;Slack,0,0,1,0,0,0,1,0,0,0,0
47196,"Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,1,1,0,1,1,0,1,0,0,0
47197,"Github;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,0,1,0,0,0
47198,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
47199,Confluence;Jira;Microsoft Teams,1,1,0,0,0,0,0,0,1,0,0
47200,Confluence;Jira;Github;Facebook Workplace;Slack,1,1,1,0,0,1,0,0,0,0,1
47201,Confluence;Jira;Github;Microsoft Teams;Microsoft Azure,1,1,0,1,0,1,0,0,1,0,0
47202,Github;Microsoft Teams;Microsoft Azure,0,0,0,1,0,1,0,0,1,0,0
47203,Confluence;Jira;Github;Gitlab;Slack,1,1,1,0,0,1,1,0,0,0,0
47204,"Confluence;Jira;Github;Trello;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",1,1,0,0,1,1,0,1,0,1,0
47205,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
47206,Gitlab,0,0,0,0,0,0,1,0,0,0,0
47207,"Gitlab;Microsoft Teams;Google Suite (Docs, Meet, etc)",0,0,0,0,0,0,1,1,1,0,0
47208,Confluence;Jira;Microsoft Teams,1,1,0,0,0,0,0,0,1,0,0
47209,Jira;Github;Microsoft Teams,0,1,0,0,0,1,0,0,1,0,0
47210,Microsoft Teams;Microsoft Azure,0,0,0,1,0,0,0,0,1,0,0
47211,"Confluence;Jira;Github;Gitlab;Slack;Microsoft Azure;Google Suite (Docs, Meet, etc)",1,1,1,1,0,1,1,1,0,0,0
47212,,0,0,0,0,0,0,0,0,0,0,0
47213,Confluence;Jira;Github;Slack,1,1,1,0,0,1,0,0,0,0,0
47214,Github,0,0,0,0,0,1,0,0,0,0,0
47215,"Github;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,0,1,0,0,0
47216,Microsoft Teams,0,0,0,0,0,0,0,0,1,0,0
47217,"Github;Gitlab;Slack;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",0,0,1,1,1,1,1,1,0,0,0
