uid,resp_time,course_id,due,experience,hours,location
u51,2013-04-15 23:17:32,cs165,1.0,1.0,5.0,"43.7065978,-72.28709206"
u51,2013-04-16 01:51:34,cs165,1.0,1.0,1.0,Unknown
u51,2013-04-17 00:03:09,cs170,1.0,1.0,7.0,"43.69730937,-72.28441371"
u51,2013-04-18 19:57:43,cs170,2.0,1.0,1.0,"43.70862775,-72.28345986"
u51,2013-04-24 03:08:15,cs170,2.0,1.0,1.0,"43.70057317,-72.28671215"
u51,2013-04-24 23:46:40,na,2.0,1.0,1.0,"43.70657735,-72.28707451"
u52,2013-03-30 00:52:29,cs65,2.0,3.0,2.0,"43.70717366666667,-72.28912001666667"
u52,2013-03-29 00:52:27,cs65,2.0,3.0,1.0,"43.707074516666665,-72.28928456666667"
u52,2013-04-02 23:07:43,bio6,2.0,3.0,4.0,"43.70710476666667,-72.28895371666667"
u52,2013-04-02 00:27:02,cs65,1.0,3.0,4.0,"43.70705661666667,-72.2886937"
u52,2013-04-04 01:03:02,bio6,2.0,1.0,2.0,"43.70725126666667,-72.2890362"
u52,2013-04-03 21:39:23,cs50,2.0,3.0,1.0,"43.7069955,-72.28824085"
u52,2013-04-04 20:51:15,cs65,2.0,4.0,1.0,"43.70684966666666,-72.28838453333333"
u52,2013-04-04 19:51:02,bio6,2.0,3.0,1.0,"43.70684966666666,-72.28838453333333"
u52,2013-04-05 21:38:21,cs50,2.0,1.0,1.0,"43.70726605,-72.28919321666666"
u52,2013-04-05 19:04:47,cs65,2.0,4.0,1.0,"43.70726605,-72.28919321666666"
u52,2013-04-09 20:57:17,bio6,2.0,3.0,1.0,"43.7087634,-72.28434623333334"
u52,2013-04-10 21:40:34,cs50,2.0,4.0,12.0,"43.7030312,-72.28956423333334"
u52,2013-04-11 20:51:24,cs65,2.0,5.0,3.0,"43.7072184,-72.28903266666667"
u52,2013-04-11 20:01:01,bio6,2.0,3.0,1.0,"43.7072184,-72.28903266666667"
u52,2013-04-12 21:39:41,cs50,2.0,5.0,1.0,"43.70716755,-72.2888156"
u52,2013-04-15 21:36:47,cs50,2.0,5.0,1.0,"43.7070616,-72.28927448333333"
u52,2013-04-16 19:54:31,bio6,2.0,3.0,1.0,"43.70789865,-72.28546113333333"
u52,2013-04-18 19:49:25,bio6,2.0,3.0,1.0,"43.70714775,-72.28904961666667"
u52,2013-04-18 20:51:18,cs65,2.0,1.0,12.0,"43.70714775,-72.28904961666667"
u52,2013-04-26 20:04:07,cs65,2.0,5.0,4.0,"43.7035929,-72.29015891666667"
u53,2013-03-29 21:32:40,cs189 photo forensics,2.0,3.0,5.0,"43.70789343,-72.28376628"
u53,2013-03-29 00:02:31,cs165,2.0,3.0,2.0,"43.70549989,-72.28295873"
u53,2013-03-30 01:54:31,cs165,2.0,3.0,2.0,"43.70560193,-72.28316177"
u53,2013-04-02 22:43:49,no class today,2.0,1.0,1.0,Unknown
u53,2013-04-04 23:49:39,cs165,2.0,3.0,11.0,"43.70576878,-72.28345137"
u53,2013-04-05 22:59:18,cs166,2.0,3.0,1.0,"43.70652295,-72.28353758"
u53,2013-04-05 22:59:55,cs189,2.0,3.0,6.0,"43.70652295,-72.28353758"
u53,2013-04-09 09:06:44,cs 165,1.0,3.0,2.0,"43.70559102,-72.283134"
u53,2013-04-18 01:52:22,cs 189,2.0,4.0,1.0,Unknown
u53,2013-04-10 05:42:09,no class today,2.0,1.0,1.0,"43.70654535,-72.28726046"
u53,2013-04-11 12:26:46,cs189,2.0,2.0,1.0,"43.7059594,-72.28323398"
u53,2013-04-16 01:15:24,cs 189,2.0,1.0,1.0,"43.70369939,-72.29013585"
u53,2013-04-21 23:08:46,cs189,2.0,4.0,3.0,"43.69337144,-72.27322384"
u53,2013-04-21 23:08:48,no class today,2.0,1.0,1.0,"43.01160902,-71.43617088"
u53,2013-04-24 00:00:40,no class today,2.0,1.0,1.0,"43.70728698,-72.28382947"
u53,2013-04-24 23:29:31,class canceled,2.0,1.0,1.0,"43.70574235,-72.28345072"
u53,2013-05-22 23:53:19,cs189,2.0,3.0,6.0,"43.70752387,-72.28352353"
u54,2013-04-03 22:04:37,Engs 25,1.0,3.0,4.0,"43.70411023,-72.29547697"
u54,2013-03-31 00:08:18,Cs65,2.0,1.0,2.0,"41.55278028,-73.04076922"
u54,2013-04-02 22:11:45,Math 23,2.0,4.0,1.0,"43.70393297,-72.29575493"
u54,2013-04-05 22:01:44,Math 23,1.0,5.0,6.0,"43.70607312,-72.28941569"
u54,2013-04-09 00:06:31,Engs 25,2.0,1.0,1.0,"43.56805313,-72.15149639"
u54,2013-04-18 20:44:43,Cs65,2.0,1.0,2.0,"43.70415015,-72.29367693"
u54,2013-04-13 00:01:07,Engs 25,1.0,4.0,7.0,"43.70504539,-72.29474758"
u54,2013-04-24 00:08:25,Math 23,2.0,4.0,1.0,"43.70517873,-72.28933996"
u56,2013-04-09 01:32:43,no class,2.0,1.0,1.0,"43.01433773,-72.34858847"
u56,2013-04-11 00:44:51,n/a,2.0,1.0,1.0,"43.7167643,-72.3092846"
u56,2013-04-10 00:18:56,I'm not taking any classes,2.0,1.0,1.0,"43.71653168,-72.30894632"
u56,2013-04-12 05:01:51,n/a,2.0,1.0,1.0,"43.71657251,-72.30919906"
u56,2013-04-13 00:58:39,n/a,2.0,1.0,1.0,"43.71190002,-72.30815066"
u56,2013-04-14 02:21:32,n/a,2.0,1.0,1.0,"43.71644852,-72.30936993"
u56,2013-04-18 19:41:50,na,2.0,1.0,1.0,"43.71663112,-72.309151"
u56,2013-04-20 01:02:05,no class,2.0,1.0,1.0,"43.70309359,-72.28791234"
u57,2013-04-03 23:26:28,cs60,2.0,3.0,1.0,"43.70706817,-72.28796189"
u57,2013-03-27 04:16:43,CS60,2.0,1.0,2.0,"43.70683899,-72.28721495"
u57,2013-03-29 00:20:17,cs98,2.0,1.0,1.0,"43.7070583,-72.2885387"
u57,2013-03-28 21:56:26,cs65,2.0,3.0,1.0,"43.7069809,-72.28900187"
u57,2013-03-29 19:02:56,cs65,2.0,3.0,1.0,"43.70812165,-72.28465541"
u57,2013-03-30 02:25:48,cs60,2.0,2.0,4.0,"43.70742863,-72.28842649"
u57,2013-03-31 00:00:41,CS98,2.0,3.0,1.0,"43.70704637,-72.28857002"
u57,2013-04-01 19:59:14,cs65,1.0,3.0,1.0,"43.70118994,-72.28805231"
u57,2013-04-02 01:36:10,cs60,1.0,3.0,5.0,"43.70154725,-72.28809096"
u57,2013-04-03 23:26:58,cs65,2.0,4.0,8.0,"43.70706817,-72.28796189"
u57,2013-04-04 23:11:59,cs60,2.0,5.0,4.0,"43.70734316,-72.2891203"
u57,2013-04-04 23:12:28,cs65,2.0,4.0,2.0,"43.70719429,-72.28918535"
u57,2013-04-05 22:49:39,cs65,2.0,3.0,1.0,"43.07856719,-71.47247614"
u57,2013-04-12 05:01:45,cs65,2.0,4.0,2.0,"43.7072894,-72.28890368"
u57,2013-04-10 02:27:17,cs98,2.0,2.0,1.0,"43.70632138,-72.28691228"
u57,2013-04-12 05:01:22,cs60,2.0,4.0,4.0,"43.7073173,-72.28900394"
u57,2013-04-13 00:49:21,cs65,2.0,1.0,1.0,"43.70714806,-72.28900477"
u57,2013-04-16 00:00:30,cs65,1.0,3.0,12.0,"43.70672068,-72.28831457"
u57,2013-04-16 00:00:48,cs60,1.0,3.0,12.0,"43.7071586,-72.28859237"
u57,2013-04-17 00:02:20,cs98,2.0,3.0,1.0,"43.7072163,-72.28880304"
u57,2013-04-18 00:04:42,cs60,1.0,3.0,12.0,"43.70677226,-72.28679047"
u57,2013-04-20 01:11:20,cs65,2.0,3.0,2.0,"43.7070897,-72.28858401"
u57,2013-04-20 01:09:08,cs60,2.0,3.0,2.0,"43.7070897,-72.28858401"
u57,2013-04-30 04:05:51,cs60,1.0,3.0,1.0,"43.70287358,-72.29079706"
u57,2013-04-30 04:05:23,cs65,2.0,3.0,11.0,"43.70287312,-72.29079676"
u58,2013-03-27 04:11:30,cs19p,2.0,1.0,1.0,"43.70625659,-72.28331991"
u58,2013-03-30 00:00:48,cs65,2.0,3.0,1.0,"43.70596359,-72.28323862"
u58,2013-04-03 22:05:36,cs65,2.0,3.0,1.0,"43.70615493,-72.28340848"
u58,2013-04-02 01:57:17,cs65,1.0,1.0,1.0,"43.70610853,-72.28322264"
u58,2013-04-04 22:31:46,cs65,2.0,1.0,1.0,"43.70611302,-72.28322474"
u58,2013-04-05 22:30:15,cs65,2.0,1.0,2.0,"43.70628761,-72.28362471"
u58,2013-04-09 00:30:33,cs65,2.0,4.0,1.0,"43.70614426,-72.28328189"
u58,2013-04-11 00:13:48,cs65,1.0,3.0,1.0,"43.69957825,-72.289953"
u58,2013-04-13 00:13:36,cs65,1.0,3.0,3.0,"43.70624531,-72.28357164"
u58,2013-04-16 01:59:55,cs65,1.0,3.0,1.0,"43.70839358,-72.2822233"
u58,2013-04-12 00:07:53,cs65,1.0,1.0,1.0,"43.63183255,-72.21036324"
u58,2013-04-18 04:13:06,cs65,1.0,1.0,5.0,"43.70645524,-72.28313281"
u58,2013-04-18 17:49:49,cs65,1.0,3.0,4.0,Unknown
u58,2013-04-19 19:38:12,cs 65,1.0,1.0,4.0,"43.70616591,-72.28331609"
u58,2013-04-20 01:01:23,cs 65,1.0,2.0,1.0,"43.70616591,-72.28331609"
u58,2013-04-26 20:35:45,cs65,2.0,1.0,3.0,"43.70607199,-72.28334176"
u58,2013-04-22 19:41:12,cs65,1.0,4.0,4.0,"43.70650819,-72.28202974"
u58,2013-04-23 06:04:11,cs65,1.0,4.0,3.0,"43.70623696,-72.28307342"
u58,2013-04-24 23:00:17,cs65,1.0,5.0,1.0,"43.70593948,-72.28355406"
u58,2013-04-26 07:03:33,cs65,1.0,4.0,5.0,"43.70615356,-72.28330165"
u58,2013-05-11 02:00:19,cs65,1.0,2.0,2.0,"43.70617687,-72.2833926"
u58,2013-05-28 07:44:42,cs65,1.0,1.0,6.0,"43.70618048,-72.28338783"
u59,2013-04-03 22:58:16,CS7,2.0,1.0,3.0,"43.70397214,-72.29027069"
u59,2013-04-03 19:06:28,CS65,2.0,3.0,2.0,"43.70572549,-72.29076597"
u59,2013-03-27 03:42:42,Linguistics 11,2.0,4.0,3.0,"43.70601645670831,-72.28864909149706"
u59,2013-03-28 00:42:54,CS 65,2.0,2.0,2.0,"43.70151604525745,-72.2881496977061"
u59,2013-03-29 00:39:07,CS 65,2.0,3.0,1.0,"43.702606027945876,-72.2895226534456"
u59,2013-03-28 21:44:35,German 1,1.0,2.0,4.0,"43.702606027945876,-72.2895226534456"
u59,2013-03-30 00:01:57,German 1,1.0,2.0,3.0,Unknown
u59,2013-04-02 16:50:27,German 1 Drill,2.0,3.0,2.0,"43.70382381,-72.28721012"
u59,2013-04-01 23:50:49,CS 7,1.0,1.0,3.0,"43.70351572,-72.28960285"
u59,2013-04-01 17:54:28,German 1,2.0,2.0,3.0,"43.7055138,-72.28774539"
u59,2013-04-01 19:05:54,CS 65,1.0,3.0,2.0,"43.7055138,-72.28774539"
u59,2013-04-01 17:54:28,German 1 Drill,2.0,3.0,1.0,"43.7052892,-72.28791432"
u59,2013-04-02 21:07:55,German 1,1.0,3.0,3.0,"43.70348925,-72.28865624"
u59,2013-04-04 17:59:04,German 1,1.0,3.0,3.0,"43.7035497,-72.28791333"
u59,2013-04-04 16:57:50,German 1 Drill,2.0,2.0,2.0,"43.70389361,-72.28722817"
u59,2013-04-05 00:07:23,sexperts,1.0,2.0,2.0,"43.70307048,-72.29134056"
u59,2013-04-05 00:07:09,cs7,2.0,1.0,3.0,"43.70307048,-72.29134056"
u59,2013-04-05 00:42:07,German 1 Drill,2.0,3.0,2.0,"43.706564088352025,-72.2880931198597"
u59,2013-04-05 00:42:25,German 1,1.0,3.0,3.0,"43.70640328153968,-72.28827752172947"
u59,2013-04-05 16:52:48,German 1 Drill,2.0,2.0,2.0,"43.70410232339054,-72.28721008636057"
u59,2013-04-05 23:42:59,CS 65,2.0,1.0,1.0,"43.70551232714206,-72.29069134220481"
u59,2013-04-05 23:43:14,CS 7,1.0,1.0,5.0,"43.705377923324704,-72.2905449103564"
u59,2013-04-05 23:42:39,German 1,1.0,3.0,3.0,"43.7052727304399,-72.28970169089735"
u59,2013-04-08 17:56:45,German 1,1.0,3.0,3.0,"43.705853219144046,-72.2873000241816"
u59,2013-04-08 19:04:25,CS65,1.0,3.0,4.0,"43.70876152999699,-72.28423618711531"
u59,2013-04-09 00:02:09,CS 65,1.0,1.0,6.0,"43.704237481579185,-72.2890498302877"
u59,2013-04-17 00:02:52,Sexperts,1.0,2.0,3.0,"43.70496301911771,-72.2903998196125"
u59,2013-04-10 00:11:57,Sexperts,1.0,2.0,2.0,"43.70316120330244,-72.28972448967397"
u59,2013-04-10 00:11:34,German 1 Drill,2.0,3.0,3.0,"43.70316120330244,-72.28972448967397"
u59,2013-04-10 00:11:47,German 1,1.0,2.0,2.0,"43.70316120330244,-72.28972448967397"
u59,2013-04-11 16:56:31,German 1 Drill,2.0,2.0,3.0,"43.7040551751852,-72.28721763007343"
u59,2013-04-18 17:58:32,German 1 Drill,2.0,3.0,2.0,"43.70533023029566,-72.28808063082397"
u59,2013-04-11 21:59:53,CS 65,2.0,2.0,2.0,Unknown
u59,2013-04-11 17:55:30,German 1,1.0,2.0,3.0,"43.70270728133619,-72.28772247210145"
u59,2013-04-11 23:56:26,Sexperts,2.0,2.0,2.0,Unknown
u59,2013-04-13 03:36:42,German 1 Drill,2.0,1.0,2.0,"43.70292215142399,-72.2911821026355"
u59,2013-04-13 03:37:08,German 1,1.0,4.0,3.0,"43.70295664295554,-72.29111923836172"
u59,2013-04-18 00:02:49,Germ�n 1,1.0,1.0,3.0,Unknown
u59,2013-04-16 00:18:48,German 1 Drill,2.0,3.0,2.0,Unknown
u59,2013-04-16 00:19:02,German 1,1.0,3.0,3.0,Unknown
u59,2013-04-18 00:02:37,Germ�n 1 Drill,2.0,2.0,2.0,Unknown
u59,2013-04-18 00:03:10,Computer Science 7,1.0,4.0,9.0,Unknown
u59,2013-04-18 09:28:18,Sexperts,1.0,3.0,2.0,Unknown
u59,2013-04-18 17:58:44,German 1,1.0,3.0,2.0,"43.7053832039237,-72.28814735077322"
u59,2013-04-18 09:28:40,CS 7,1.0,4.0,9.0,Unknown
u59,2013-04-19 20:53:01,CS 65,2.0,3.0,2.0,"43.70582476258278,-72.29042178019881"
u59,2013-04-19 20:53:17,German 1,1.0,3.0,2.0,"43.70582476258278,-72.29042178019881"
u59,2013-04-19 16:51:31,German 1 Drill,1.0,2.0,2.0,"43.70440830476582,-72.2871760558337"
u59,2013-04-22 17:55:59,German 1,2.0,3.0,2.0,"43.70448730420321,-72.28795372880995"
u59,2013-04-24 02:29:12,German 1,2.0,3.0,1.0,Unknown
u59,2013-04-24 02:29:47,German 1Drill,2.0,1.0,1.0,Unknown
u59,2013-04-24 02:30:07,Sexperts,2.0,1.0,1.0,Unknown
u59,2013-04-26 19:05:53,German 1 Drill,2.0,3.0,2.0,"43.70562979951501,-72.28742231614888"
u59,2013-04-25 18:08:23,German 1,2.0,3.0,1.0,"43.70627956464887,-72.29024643078446"
u59,2013-04-25 23:54:20,CS 7,2.0,1.0,2.0,"43.704175874590874,-72.2904362808913"
u59,2013-04-25 23:54:31,Sexperts,2.0,2.0,2.0,"43.704535835422575,-72.29042085818946"
u59,2013-04-26 19:06:46,CS 65,2.0,1.0,2.0,"43.70562979951501,-72.28742231614888"
u59,2013-04-26 19:06:04,German 1,1.0,3.0,3.0,"43.70562979951501,-72.28742231614888"
u59,2013-04-29 16:53:05,German 1 Drill,2.0,4.0,2.0,"43.704183753579855,-72.28855940513313"
u59,2013-04-29 19:05:31,German 1,1.0,3.0,2.0,"43.704183753579855,-72.28855940513313"
u59,2013-04-29 19:05:40,CS 65,1.0,3.0,12.0,"43.704183753579855,-72.28855940513313"
u59,2013-04-30 17:00:56,German 1 Drill,2.0,3.0,2.0,Unknown
u59,2013-05-01 05:01:22,German 1,1.0,3.0,2.0,"43.70313869789243,-72.2904294077307"
u59,2013-05-01 05:01:38,Sexperts,1.0,1.0,2.0,"43.70313869789243,-72.2904294077307"
u59,2013-05-02 17:58:47,German 1,1.0,2.0,2.0,"43.70215223170817,-72.28934881277382"
u59,2013-05-03 00:01:03,CS 65,2.0,1.0,2.0,"43.70457284152508,-72.2903202753514"
u59,2013-05-02 17:58:35,German 1 Drill,2.0,3.0,2.0,"43.70215223170817,-72.28934881277382"
u59,2013-05-03 00:01:33,Sexperts,2.0,1.0,1.0,"43.705135183408856,-72.29042873717844"
u59,2013-05-03 00:01:16,CS 7,2.0,3.0,1.0,"43.70491880457848,-72.29022338055074"
u59,2013-05-06 18:02:01,German 1,1.0,2.0,2.0,"43.70550696272403,-72.28745399974287"
u59,2013-05-09 17:54:47,German 1,1.0,3.0,3.0,"43.70338646695018,-72.28882427327335"
u59,2013-05-07 02:30:35,CS 7,1.0,1.0,4.0,"43.702878188341856,-72.29103986173868"
u59,2013-05-11 00:00:45,German 1 Drill,2.0,3.0,2.0,Unknown
u59,2013-05-06 16:52:15,German 1 Drill,2.0,3.0,2.0,"43.70389746967703,-72.28679367341101"
u59,2013-05-06 19:42:34,CS 65,2.0,4.0,3.0,"43.705406757071614,-72.28963203728199"
u59,2013-05-07 16:57:15,German 1 Drill,2.0,3.0,2.0,"43.705429220572114,-72.29127271100879"
u59,2013-05-11 00:00:55,German 1,1.0,3.0,2.0,Unknown
u59,2013-05-09 08:22:45,CS 7,1.0,1.0,12.0,Unknown
u59,2013-05-16 15:42:16,CS 65,2.0,3.0,12.0,"43.70553600601852,-72.29107699356973"
u59,2013-05-09 17:54:34,German 1 Drill,2.0,3.0,1.0,"43.70346668176353,-72.28856099769473"
u59,2013-05-16 15:42:49,Sexperts,2.0,1.0,1.0,"43.70553600601852,-72.29107699356973"
u59,2013-05-16 15:42:32,CS 7,1.0,1.0,3.0,"43.70553600601852,-72.29107699356973"
u59,2013-05-18 00:02:56,German 1 Drill,2.0,3.0,2.0,Unknown
u59,2013-05-18 00:03:10,German 1,1.0,3.0,2.0,"43.70520072989166,-72.28917254135013"
u59,2013-05-18 00:03:33,CS 7,1.0,4.0,3.0,"43.70532067492604,-72.28892787359655"
u59,2013-05-21 09:14:21,German 1,1.0,3.0,2.0,"43.705461281351745,-72.2910166438669"
u59,2013-05-21 09:14:37,CS 7,1.0,3.0,12.0,"43.705461281351745,-72.2910166438669"
u59,2013-05-21 09:14:11,German 1 Drill,2.0,3.0,2.0,"43.705461281351745,-72.2910166438669"
u59,2013-05-21 18:55:26,German 1,1.0,3.0,2.0,Unknown
u59,2013-05-22 00:06:53,Sexperts,2.0,3.0,1.0,"43.705348586663604,-72.28977226652205"
u59,2013-05-21 18:55:26,German 1 Drill,2.0,3.0,3.0,Unknown
u59,2013-05-23 01:29:35,Sexperts,2.0,2.0,1.0,"43.705720701254904,-72.29104246012866"
u59,2013-05-23 17:59:06,German 1 Drill,2.0,3.0,1.0,Unknown
u59,2013-05-24 00:06:22,Sexperts,2.0,2.0,1.0,Unknown
u59,2013-05-23 17:59:26,German 1,1.0,3.0,2.0,Unknown
u59,2013-05-24 17:00:37,German 1 Drill,2.0,3.0,1.0,Unknown
u59,2013-05-24 17:57:03,German 1,2.0,3.0,2.0,Unknown
u59,2013-05-25 00:40:11,CS 7,1.0,4.0,3.0,Unknown
u59,2013-05-29 02:02:41,German 1 Drill,2.0,3.0,2.0,Unknown
u59,2013-05-29 02:02:52,German 1,1.0,3.0,4.0,Unknown
u59,2013-05-29 20:08:51,CS 65,1.0,1.0,12.0,Unknown
u59,2013-05-30 00:44:25,Sexperts,1.0,3.0,2.0,Unknown
