uid,resp_time,hour,location,rate,social
u14,2013-04-15 16:39:42,8.0,"43.70545641,-72.28669002",1.0,1.0
u14,2013-04-15 17:15:27,8.0,"43.70545641,-72.28669002",1.0,1.0
u14,2013-04-17 15:57:16,8.0,"43.70498624,-72.28674182",1.0,1.0
u14,2013-04-18 18:09:30,7.0,"43.70506325,-72.28676239",2.0,2.0
u14,2013-04-29 19:14:21,4.0,"43.70507579,-72.28712698",3.0,1.0
u14,2013-04-21 17:56:39,7.0,"43.70497161,-72.28670851",1.0,1.0
u14,2013-04-23 17:50:31,7.0,"43.70494497,-72.28655078",2.0,1.0
u14,2013-04-22 17:56:07,6.0,"43.70494282,-72.28700713",2.0,1.0
u14,2013-05-01 17:00:02,6.0,"43.70238157,-72.28744885",2.0,1.0
u14,2013-05-02 17:51:57,9.0,"43.70203484,-72.28768856",1.0,1.0
u14,2013-05-03 17:59:46,9.0,"43.70508371,-72.28699762",1.0,1.0
u14,2013-05-06 17:53:16,7.0,"43.70488631,-72.28725883",1.0,1.0
u14,2013-05-09 18:02:52,8.0,"43.70513216,-72.28744864",1.0,1.0
u15,2013-03-29 08:36:43,7.0,Unknown,2.0,3.0
u15,2013-03-29 19:02:23,8.0,"43.70603333,-72.28705357",1.0,1.0
u15,2013-03-31 02:07:21,8.0,"43.70471098,-72.2906745",1.0,1.0
u15,2013-04-03 18:01:37,8.0,"43.70428082,-72.28776631",2.0,1.0
u15,2013-04-03 16:42:15,8.0,"43.70457417,-72.29062836",2.0,1.0
u15,2013-04-03 05:18:23,6.0,"43.70671181,-72.28623406",3.0,1.0
u15,2013-04-05 18:00:29,6.0,"43.70384903,-72.28732435",2.0,1.0
u15,2013-04-08 04:29:24,10.0,"41.50578384,-71.45561789",2.0,2.0
u15,2013-04-08 04:29:25,10.0,Unknown,1.0,1.0
u15,2013-04-08 17:59:56,6.0,"43.70384519,-72.28717248",3.0,1.0
u15,2013-04-09 16:56:46,8.0,"43.70423505,-72.29046602",3.0,1.0
u15,2013-04-12 18:37:50,6.0,Unknown,2.0,3.0
u15,2013-04-10 18:01:14,7.0,"43.70578547,-72.28703541",2.0,1.0
u15,2013-04-18 20:15:59,6.0,Unknown,2.0,1.0
u15,2013-04-17 03:02:50,8.0,"43.70591041,-72.28826857",1.0,1.0
u15,2013-04-15 18:03:25,6.0,"43.70808053,-72.28506786",1.0,1.0
u15,2013-04-17 03:02:05,9.0,"43.70591041,-72.28826857",1.0,1.0
u15,2013-04-22 18:04:04,8.0,"43.70746352,-72.28565777",1.0,1.0
u15,2013-05-29 17:04:41,4.0,Unknown,4.0,1.0
u16,2013-04-01 15:48:30,8.0,"43.70358976,-72.29054215",2.0,1.0
u16,2013-03-29 16:11:40,8.0,"43.70522803,-72.28957771",2.0,2.0
u16,2013-03-27 15:43:43,7.0,"43.70648373,-72.28839429",2.0,1.0
u16,2013-03-27 18:00:17,7.0,"43.70646168,-72.28822731",2.0,1.0
u16,2013-03-28 18:06:32,7.0,"43.70502111,-72.29058862",2.0,1.0
u16,2013-03-29 17:13:15,8.0,"43.70355272,-72.29052274",2.0,2.0
u16,2013-03-30 19:59:34,8.0,"43.70724486,-72.28721651",1.0,1.0
u16,2013-03-31 19:13:10,9.0,"43.70490618,-72.2903464",1.0,1.0
u16,2013-04-02 17:48:58,9.0,"43.70358976,-72.29054215",1.0,2.0
u16,2013-04-03 17:59:47,8.0,"43.70450379,-72.28884561",2.0,1.0
u16,2013-04-04 18:19:47,8.0,"43.70393687,-72.29111144",2.0,1.0
u16,2013-04-05 18:03:48,8.0,Unknown,1.0,1.0
u16,2013-04-06 22:17:11,10.0,"43.703672,-72.29074429",2.0,1.0
u16,2013-04-07 19:53:52,8.0,"43.70362252,-72.29130382",1.0,1.0
u16,2013-04-08 18:02:04,7.0,"43.70411779,-72.28816375",2.0,1.0
u16,2013-04-12 19:34:39,6.0,"43.70364199,-72.29076278",2.0,1.0
u16,2013-04-09 19:27:14,8.0,Unknown,1.0,3.0
u16,2013-04-10 17:49:33,6.0,"43.70474513,-72.28856577",3.0,1.0
u16,2013-04-13 18:22:28,9.0,"43.70364199,-72.29076278",2.0,1.0
u16,2013-04-11 20:13:47,9.0,Unknown,2.0,1.0
u16,2013-04-15 17:48:46,5.0,"43.70350683,-72.28981599",2.0,1.0
u16,2013-04-14 18:30:59,7.0,"43.70348086,-72.29159422",3.0,1.0
u16,2013-04-16 18:18:09,8.0,"43.70383103,-72.28971738",3.0,1.0
u16,2013-04-17 18:03:59,7.0,"43.71269528,-72.28398406",2.0,1.0
u16,2013-04-18 20:39:11,7.0,"43.70378332,-72.29056908",2.0,1.0
u16,2013-04-19 16:05:53,7.0,"43.70370463,-72.29071195",3.0,1.0
u16,2013-04-20 16:44:38,7.0,"43.70381863,-72.2910568",2.0,2.0
u16,2013-04-21 17:00:14,8.0,"43.70389767,-72.29092793",1.0,2.0
u16,2013-04-22 17:35:24,7.0,"43.70366774,-72.29147122",2.0,2.0
u16,2013-04-23 16:16:50,8.0,"43.70378422,-72.29157491",3.0,1.0
u16,2013-04-26 17:03:01,9.0,"43.70381392,-72.29084126",2.0,2.0
u16,2013-04-26 06:16:24,5.0,"43.70381392,-72.29084126",4.0,2.0
u16,2013-04-28 18:24:05,7.0,"43.70380827,-72.290783",2.0,1.0
u16,2013-04-29 17:00:17,6.0,"43.70373463,-72.29053354",3.0,1.0
u16,2013-04-30 17:10:59,6.0,"43.70376088,-72.29035391",3.0,1.0
u16,2013-05-01 17:59:42,8.0,"43.70358001,-72.29105521",1.0,1.0
u16,2013-05-02 17:27:30,8.0,Unknown,2.0,1.0
u16,2013-05-03 18:00:39,9.0,"43.70360319,-72.29109274",2.0,1.0
u16,2013-05-05 17:10:15,8.0,"43.70397531,-72.28989529",2.0,1.0
u16,2013-05-06 17:17:02,7.0,"43.70369577,-72.29064258",1.0,1.0
u16,2013-05-12 19:13:20,6.0,Unknown,2.0,1.0
u16,2013-05-07 17:47:22,8.0,"43.70534496,-72.29049134",2.0,2.0
u16,2013-05-11 19:24:38,10.0,"43.70317722,-72.28939878",2.0,2.0
u16,2013-05-13 19:05:45,13.0,"43.70339979,-72.28817654",2.0,1.0
u16,2013-05-04 18:11:34,8.0,"43.70355342,-72.29047722",3.0,1.0
u16,2013-05-14 17:31:16,9.0,"43.70391463,-72.28988644",3.0,1.0
u16,2013-05-08 17:36:39,10.0,"43.70444528,-72.29050901",2.0,1.0
u16,2013-05-11 16:33:40,10.0,"43.70317722,-72.28939878",2.0,2.0
u16,2013-05-10 17:34:08,9.0,"43.70345091,-72.29056717",1.0,1.0
u16,2013-05-15 18:07:12,9.0,"43.70374249,-72.29050587",2.0,1.0
u16,2013-05-19 20:19:33,13.0,"43.70633473,-72.28883226",1.0,1.0
u16,2013-05-17 19:26:08,8.0,Unknown,1.0,1.0
u16,2013-05-18 19:14:24,8.0,Unknown,2.0,1.0
u16,2013-05-20 18:14:03,9.0,Unknown,1.0,1.0
u16,2013-05-21 16:11:55,7.0,Unknown,1.0,1.0
u16,2013-05-21 16:12:06,7.0,Unknown,1.0,2.0
u16,2013-05-22 16:42:22,6.0,"43.70708133,-72.28751809",2.0,1.0
u16,2013-05-29 17:29:51,1.0,"43.68753666,-72.29250241",1.0,1.0
u16,2013-05-23 22:49:07,6.0,"43.70675104,-72.28740962",2.0,1.0
u16,2013-05-24 17:37:36,13.0,"43.70372826,-72.29097234",1.0,1.0
u16,2013-05-27 18:00:01,13.0,"43.70390249,-72.29064079",3.0,1.0
u16,2013-05-29 15:44:55,1.0,"43.68753666,-72.29250241",4.0,1.0
u16,2013-05-25 18:03:10,8.0,"43.70392831,-72.29052029",1.0,1.0
u16,2013-05-26 17:42:26,9.0,"43.70395666,-72.29093617",1.0,1.0
u16,2013-05-28 17:19:52,11.0,"43.68753666,-72.29250241",3.0,1.0
u17,2013-04-01 17:40:41,7.0,"43.70425434,-72.29121363",3.0,2.0
u17,2013-03-27 20:55:06,6.0,"43.70605071,-72.28863023",2.0,2.0
u17,2013-03-28 17:48:59,7.0,"43.70704086,-72.28731294",2.0,3.0
u17,2013-03-29 17:15:24,7.0,"43.70465195,-72.29099209",3.0,1.0
u17,2013-03-30 20:39:57,7.0,"43.70406856,-72.29058126",2.0,2.0
u17,2013-03-31 18:42:56,6.0,"43.70470793,-72.29118335",3.0,1.0
u17,2013-04-03 17:41:03,6.0,"43.70629105,-72.28869027",3.0,3.0
u17,2013-04-09 05:54:33,6.0,"43.70467368,-72.29087023",2.0,1.0
u17,2013-04-09 05:54:31,6.0,"43.7046699,-72.29098352",2.0,2.0
u17,2013-04-09 05:54:27,6.0,"43.70512967,-72.28920458",2.0,1.0
u17,2013-04-09 05:54:23,0.0,"43.70426189,-72.29088555",4.0,2.0
u17,2013-04-09 05:54:24,4.0,"43.70533787,-72.28805256",3.0,2.0
u17,2013-04-09 05:54:20,5.0,"43.70629105,-72.28869027",2.0,2.0
u17,2013-04-12 18:02:01,3.0,"43.70434729,-72.29081836",2.0,3.0
u17,2013-04-10 17:57:20,5.0,"43.70556943,-72.28809499",3.0,3.0
u17,2013-04-11 17:46:10,4.0,"43.70380893,-72.28772947",2.0,3.0
u17,2013-04-13 19:32:24,8.0,"43.70459704,-72.29138802",1.0,3.0
u17,2013-04-15 17:11:32,4.0,Unknown,3.0,2.0
u17,2013-04-16 17:09:21,4.0,"43.70495522,-72.29090614",3.0,3.0
u17,2013-04-16 23:51:31,5.0,"43.70495522,-72.29090614",3.0,3.0
u17,2013-04-17 17:58:45,5.0,"43.70495522,-72.29090614",3.0,2.0
u17,2013-04-18 17:47:12,5.0,"43.70460031,-72.29111515",3.0,1.0
u17,2013-04-19 02:36:34,5.0,"43.70237732,-72.28914013",4.0,2.0
u17,2013-04-19 17:57:23,4.0,"43.70477525,-72.2912571",3.0,1.0
u17,2013-04-20 19:46:53,8.0,Unknown,3.0,2.0
u17,2013-04-21 22:10:22,6.0,Unknown,2.0,2.0
u17,2013-04-26 17:09:03,4.0,"43.7060191,-72.28758328",2.0,2.0
u17,2013-04-28 00:23:44,5.0,"43.70366438,-72.2901632",3.0,2.0
u17,2013-04-29 04:33:54,4.0,Unknown,2.0,3.0
u17,2013-05-01 17:42:44,5.0,"43.7046102,-72.29099328",2.0,3.0
u17,2013-05-03 17:56:15,5.0,"43.70405489,-72.28757532",3.0,2.0
u17,2013-05-07 17:57:17,4.0,"43.70418222,-72.29064333",2.0,2.0
u17,2013-05-08 17:46:25,1.0,"43.70632774,-72.28670996",3.0,3.0
u17,2013-05-17 09:52:56,9.0,"43.70419436,-72.29111957",2.0,3.0
u17,2013-05-15 01:49:46,1.0,"43.70673393,-72.28776049",3.0,4.0
u17,2013-05-15 18:56:29,1.0,"43.704622379999996,-72.29115798",4.0,4.0
u17,2013-05-13 17:54:41,3.0,"43.70440021,-72.29112204",4.0,3.0
u17,2013-05-18 19:25:25,3.0,"43.70551279,-72.29153409",3.0,3.0
u17,2013-05-20 18:45:58,2.0,"43.70551279,-72.29153409",4.0,4.0
u17,2013-06-01 15:38:19,10.0,"43.70583041,-72.28925846",2.0,4.0
u18,2013-04-01 18:02:58,7.0,"43.70300616,-72.28763907",1.0,3.0
u18,2013-03-27 18:02:11,8.0,"43.70687522,-72.28935409",1.0,1.0
u18,2013-03-27 17:02:13,9.0,"43.70687522,-72.28935409",1.0,2.0
u18,2013-03-29 17:11:56,7.0,"43.70712161,-72.28902635",1.0,1.0
u18,2013-03-28 17:17:12,8.0,"43.70725878,-72.28908602999999",1.0,1.0
u18,2013-03-29 15:37:23,7.0,"43.70740815,-72.28911409",2.0,2.0
u18,2013-03-31 17:01:50,7.0,"43.70730033,-72.28913193",1.0,2.0
u18,2013-04-02 17:02:53,9.0,"43.70736968,-72.28918996",1.0,2.0
u18,2013-04-03 16:46:42,5.0,"43.70759124,-72.28920206",2.0,2.0
u18,2013-04-03 18:00:25,5.0,"43.70294491,-72.28786798",2.0,1.0
u18,2013-04-08 04:11:34,9.0,"43.70730177,-72.28915579",1.0,1.0
u18,2013-04-05 17:17:04,5.0,"43.70500601,-72.28802766",3.0,3.0
u18,2013-04-06 17:37:36,8.0,"43.70760886,-72.28913276",1.0,1.0
u18,2013-04-05 18:13:30,5.0,"43.70605791,-72.28694024",1.0,1.0
u18,2013-04-08 17:16:25,7.0,"43.70518901,-72.2895567",1.0,2.0
u18,2013-04-09 23:54:28,7.0,"43.70741131,-72.28909446",1.0,1.0
u18,2013-04-10 18:06:09,5.0,"43.70489004,-72.28783747",4.0,2.0
u18,2013-04-11 18:11:43,5.0,"43.70288021,-72.29096487",4.0,3.0
u18,2013-04-11 20:08:12,5.0,"43.70730854,-72.287476",3.0,4.0
u18,2013-04-12 21:35:54,0.0,"43.70815083,-72.28904366",4.0,3.0
u18,2013-04-14 19:06:12,5.0,"43.70736373,-72.28909608",1.0,1.0
u18,2013-04-17 18:31:18,7.0,"43.70739738,-72.28890727",2.0,3.0
u18,2013-04-18 17:12:56,6.0,"43.70739738,-72.28890727",2.0,2.0
u18,2013-04-19 03:25:39,6.0,"43.70264346,-72.28707",1.0,2.0
u18,2013-04-21 16:19:26,6.0,"43.70747855,-72.28919547",2.0,1.0
u18,2013-04-21 16:07:50,9.0,"43.70747855,-72.28919547",1.0,3.0
u18,2013-04-21 18:32:30,7.0,"43.70747855,-72.28919547",1.0,1.0
u18,2013-04-30 17:08:45,0.0,"43.70675911,-72.28704289",4.0,1.0
u18,2013-05-02 17:31:13,4.0,"43.70562403,-72.28962377",2.0,2.0
u18,2013-05-03 17:31:35,7.0,"43.70739317,-72.28896594",3.0,1.0
u18,2013-05-15 17:31:14,8.0,"43.70704503,-72.2889001",1.0,1.0
u18,2013-05-26 19:49:20,1.0,"43.70732876,-72.28925613",1.0,1.0
u18,2013-05-29 17:11:13,1.0,Unknown,1.0,1.0
u19,2013-04-01 08:33:18,7.0,Unknown,3.0,1.0
u19,2013-03-27 07:23:01,8.0,"43.70690704,-72.28632015",1.0,1.0
u19,2013-03-27 19:28:51,8.0,"43.70690704,-72.28632015",1.0,1.0
u19,2013-03-28 17:00:25,8.0,"43.700133459999996,-72.29134407",2.0,1.0
u19,2013-03-29 17:26:13,7.0,"43.70705849,-72.28616283",2.0,1.0
u19,2013-04-02 17:09:35,8.0,"43.70693078,-72.2855125",1.0,1.0
u19,2013-04-01 17:12:48,8.0,"43.70683851,-72.2861567",1.0,1.0
u19,2013-04-03 17:13:32,8.0,"43.70708116,-72.28593836",2.0,1.0
u19,2013-04-04 17:18:30,7.0,"43.707185,-72.28624139",2.0,2.0
u19,2013-04-08 17:00:39,8.0,"43.70694223,-72.28568637",1.0,3.0
u19,2013-04-06 16:29:57,5.0,"43.70338929,-72.29081561",2.0,2.0
u19,2013-04-05 17:14:21,7.0,"43.70703099,-72.28607976",2.0,2.0
u19,2013-04-07 17:59:37,7.0,"43.7039954,-72.29034683",2.0,3.0
u19,2013-04-06 17:41:59,5.0,"43.70341822,-72.29023895",2.0,2.0
u19,2013-04-09 17:22:56,8.0,"43.70668606,-72.28578397",1.0,2.0
u19,2013-04-13 17:09:02,7.0,"43.70312765,-72.29053296",2.0,3.0
u19,2013-04-12 17:14:44,8.0,"43.70659889,-72.2854301",1.0,2.0
u19,2013-04-10 17:58:26,8.0,"43.70713935,-72.28571073",1.0,2.0
u19,2013-04-11 17:35:17,7.0,"43.70698335,-72.28582114",1.0,2.0
u19,2013-04-17 17:04:33,7.0,"43.7027651,-72.2899934",2.0,3.0
u19,2013-04-16 17:12:07,7.0,"43.70154751,-72.29133289",2.0,2.0
u19,2013-04-14 17:14:03,8.0,"43.70285468,-72.29111293",1.0,2.0
u19,2013-04-15 17:16:31,8.0,"43.70154751,-72.29133289",1.0,2.0
u19,2013-04-18 17:20:23,6.0,"43.70692759,-72.28739722",3.0,2.0
u19,2013-04-19 17:40:48,8.0,"43.70712619,-72.28587268",1.0,3.0
u19,2013-04-22 17:01:34,3.0,"43.7067805,-72.28550931",2.0,3.0
u19,2013-04-23 16:48:49,9.0,"43.70703558,-72.28588339",1.0,3.0
u19,2013-04-25 16:52:17,7.0,"43.70686641,-72.28708456",2.0,4.0
u19,2013-04-26 17:01:44,8.0,"43.70693121,-72.28557612",1.0,2.0
u19,2013-04-29 17:06:59,6.0,"43.70676257,-72.28579269",2.0,4.0
u19,2013-04-29 07:54:41,7.0,"43.70710107,-72.28593983",2.0,3.0
u19,2013-05-01 17:37:25,6.0,"43.70696863,-72.28601686",2.0,4.0
u19,2013-05-01 09:29:32,3.0,"43.70101204,-72.28677708",2.0,4.0
u19,2013-05-02 17:03:33,8.0,"43.70703204,-72.28609341",1.0,4.0
u19,2013-05-03 17:41:30,8.0,"43.70690988,-72.28699822",1.0,4.0
u19,2013-05-12 18:51:45,11.0,"43.70714923,-72.28728168",1.0,2.0
u19,2013-05-16 18:00:00,6.0,"43.70743755,-72.28620149",2.0,1.0
u19,2013-05-10 17:51:00,10.0,"43.70705135,-72.28595115",1.0,2.0
u19,2013-05-06 17:32:10,8.0,"43.70725489,-72.28618348",1.0,1.0
u19,2013-05-11 18:50:43,9.0,"43.70701211,-72.28611727",2.0,3.0
u19,2013-05-14 19:53:18,8.0,"43.70120165,-72.28667414",2.0,1.0
u19,2013-05-13 17:33:27,10.0,"43.70670191,-72.28568105",2.0,2.0
u19,2013-05-15 18:09:03,9.0,"43.7038516,-72.28886243",2.0,2.0
u19,2013-05-17 17:05:09,6.0,"43.7069985,-72.28761352",2.0,4.0
u19,2013-05-17 17:41:50,6.0,"43.7069985,-72.28761352",2.0,4.0
u19,2013-05-18 18:02:45,13.0,"43.70680509,-72.28557325",1.0,4.0
u19,2013-05-19 17:52:29,12.0,"43.70669977,-72.28545979",1.0,2.0
u19,2013-05-20 17:59:27,12.0,"43.70708213,-72.2859049",1.0,2.0
u19,2013-05-22 18:01:23,11.0,"43.70693856,-72.28579217",1.0,2.0
u19,2013-05-24 18:54:52,11.0,Unknown,3.0,2.0
u19,2013-05-31 18:13:53,14.0,"43.70730115,-72.28615193",1.0,1.0
u19,2013-05-25 17:05:46,11.0,"43.7070687,-72.2859182",2.0,1.0
u19,2013-05-29 18:31:38,1.0,"43.70689977,-72.28714289",4.0,4.0
u19,2013-05-26 17:21:02,9.0,"43.70709334,-72.28524117",2.0,1.0
u19,2013-05-27 17:12:48,6.0,"43.70695189,-72.285625",2.0,2.0
u20,2013-04-03 18:03:05,6.0,"43.70544017,-72.28294543",1.0,1.0
u20,2013-04-01 18:03:53,6.0,"43.70552887,-72.28341726",1.0,1.0
u20,2013-03-27 23:02:29,7.0,Unknown,1.0,1.0
u20,2013-03-28 18:06:39,7.0,Unknown,2.0,1.0
u20,2013-04-02 18:25:25,6.0,"43.70581285,-72.28282006",1.0,1.0
u20,2013-04-04 19:03:37,7.0,"43.7058526,-72.28346962",2.0,1.0
u20,2013-04-08 18:07:52,7.0,"43.70698496,-72.28367832",1.0,1.0
u20,2013-04-05 19:35:40,3.0,"43.70564244,-72.2831979",4.0,1.0
u20,2013-04-07 19:56:39,7.0,"43.70540262,-72.28310172",2.0,1.0
u20,2013-04-11 19:22:12,8.0,"43.70644022,-72.28264149",3.0,1.0
u20,2013-04-10 19:07:03,7.0,"43.70552537,-72.28312295",2.0,1.0
u20,2013-04-12 17:53:44,6.0,"43.70527536,-72.28314925",2.0,1.0
u22,2013-03-31 20:33:01,9.0,"43.70357146,-72.29017646",1.0,1.0
u22,2013-04-03 17:19:03,7.0,"43.70417513,-72.29017786",2.0,1.0
u22,2013-03-27 07:35:58,6.0,"43.70665178,-72.28678516",3.0,1.0
u22,2013-03-28 19:30:33,8.0,"43.70399272,-72.29051569",2.0,1.0
u22,2013-03-28 03:06:53,6.0,"43.70277234,-72.28807846",3.0,1.0
u22,2013-03-29 17:48:26,7.0,"43.70414927,-72.29076226",1.0,1.0
u22,2013-03-31 02:40:53,8.0,"43.70411722,-72.29047127",1.0,1.0
u22,2013-04-01 17:21:13,8.0,"43.70436634,-72.29015652",2.0,1.0
u22,2013-04-02 18:22:01,8.0,"43.70407922,-72.29020632",1.0,1.0
u22,2013-04-04 19:21:24,9.0,"43.70400449,-72.29016096",1.0,1.0
u22,2013-04-05 20:06:03,8.0,"43.70405335,-72.29024681",1.0,1.0
u22,2013-04-08 17:38:18,8.0,"43.70407347,-72.29009938",1.0,1.0
u22,2013-04-09 19:24:16,9.0,"43.70418536,-72.29015097",1.0,1.0
u22,2013-04-10 17:48:35,8.0,"43.70458274,-72.29070844",2.0,1.0
u22,2013-04-11 19:16:29,7.0,"43.70464858,-72.29198064",1.0,1.0
u22,2013-04-14 21:44:17,8.0,"43.70408869,-72.29048838",2.0,1.0
u22,2013-04-21 18:52:21,9.0,"43.70418092,-72.29045018",1.0,1.0
u22,2013-04-30 20:00:10,8.0,"37.32982039,-122.0375421",1.0,1.0
u22,2013-05-10 17:39:18,10.0,Unknown,3.0,1.0
u22,2013-05-14 19:52:59,15.0,"43.70394194,-72.29039284",1.0,1.0
u23,2013-04-03 17:34:26,7.0,"43.70553167,-72.28322691",2.0,2.0
u23,2013-03-28 18:21:14,8.0,"43.70545859,-72.28327112",2.0,1.0
u23,2013-03-29 17:20:30,9.0,"43.70562674,-72.28323386",3.0,2.0
u23,2013-03-30 17:14:35,8.0,"43.70543514,-72.2831621",1.0,1.0
u23,2013-03-31 17:11:31,8.0,"43.70546909,-72.28312334",1.0,1.0
u23,2013-03-31 17:12:12,8.0,"43.70546909,-72.28312334",1.0,1.0
u23,2013-04-02 17:06:11,8.0,"43.70556865,-72.28310136",1.0,1.0
u23,2013-04-01 17:00:30,8.0,"43.70556097,-72.28321515",2.0,1.0
u23,2013-04-04 17:01:34,8.0,"43.70539876,-72.28336841",1.0,2.0
u23,2013-04-05 17:04:11,8.0,"43.70573813,-72.28325543",1.0,1.0
u23,2013-04-08 17:01:12,8.0,"43.70535792,-72.28348372",3.0,1.0
u23,2013-04-06 17:00:51,8.0,"43.70511575,-72.28317434",1.0,1.0
u23,2013-04-07 17:00:50,7.0,"43.7055044,-72.28338837",2.0,1.0
u23,2013-04-09 17:00:56,8.0,"43.70554357,-72.28325924",3.0,1.0
u23,2013-04-11 17:11:04,8.0,"43.70528483,-72.28336024",1.0,2.0
u23,2013-04-12 17:00:40,5.0,"43.7054476,-72.28326768",3.0,3.0
u23,2013-04-13 18:58:35,10.0,"43.7054183,-72.28319637",3.0,1.0
u23,2013-04-18 17:07:53,8.0,"43.70533021,-72.28320935",1.0,1.0
u23,2013-04-14 17:55:24,8.0,"43.7050633,-72.28352333",1.0,1.0
u23,2013-04-15 17:44:41,8.0,"43.70548232,-72.28294733",1.0,1.0
u23,2013-04-17 17:40:38,6.0,"43.70563203,-72.28296566",1.0,1.0
u23,2013-04-20 21:02:29,8.0,"43.70587021,-72.28397539",1.0,1.0
u23,2013-04-22 17:02:52,6.0,"43.70500519,-72.28332888",1.0,1.0
u24,2013-04-03 21:35:17,9.0,"43.70607141,-72.28867039",1.0,1.0
u24,2013-03-29 00:39:16,6.0,"43.70641892,-72.29107603",4.0,1.0
u24,2013-03-29 00:39:15,7.0,"43.6323532,-72.31687088",2.0,1.0
u24,2013-03-29 18:00:51,7.0,"43.70633345,-72.29084334",2.0,1.0
u24,2013-03-29 21:01:37,7.0,"43.70633345,-72.29084334",3.0,4.0
u24,2013-03-30 19:31:45,9.0,"43.70617004,-72.29083553",2.0,4.0
u24,2013-04-02 21:12:07,6.0,"43.70677201,-72.29138349",2.0,1.0
u24,2013-04-01 08:48:17,7.0,"43.70631987,-72.29102945",2.0,2.0
u24,2013-04-01 17:52:30,8.0,"43.70644324,-72.28839048",2.0,1.0
u24,2013-04-04 19:40:39,6.0,"43.70613594,-72.29081044",3.0,1.0
u24,2013-04-05 19:04:34,9.0,"43.70610429,-72.29075771",1.0,1.0
u24,2013-04-06 20:02:36,10.0,"43.70620136,-72.29091932",2.0,1.0
u24,2013-04-08 17:48:48,7.0,"43.70613935,-72.29098339",3.0,1.0
u24,2013-04-14 09:13:20,10.0,"43.70618738,-72.29054297",2.0,4.0
u24,2013-04-09 19:47:28,9.0,"43.70622719,-72.29042601",3.0,1.0
u24,2013-04-12 08:14:26,10.0,Unknown,1.0,1.0
u24,2013-04-12 17:59:59,6.0,"43.70597871,-72.28908972",2.0,1.0
u24,2013-04-12 15:06:02,5.0,"43.70621814,-72.29075864",3.0,1.0
u24,2013-04-13 20:14:35,9.0,"43.70619094,-72.29054811",3.0,1.0
u24,2013-04-14 23:01:05,9.0,"43.70306598,-72.29015459",2.0,1.0
u24,2013-04-18 02:01:03,7.0,Unknown,2.0,1.0
u24,2013-05-13 23:09:46,9.0,"43.70334641,-72.28788749",2.0,1.0
u24,2013-05-26 18:07:31,5.0,"43.70554093,-72.29083252",4.0,1.0
u25,2013-03-30 18:15:44,9.0,"43.70076509,-72.2869313",1.0,2.0
u25,2013-03-28 17:54:22,8.0,"43.70909673,-72.28432992",2.0,2.0
u25,2013-04-02 17:20:27,8.0,"43.70065679,-72.28685874",3.0,2.0
u25,2013-04-01 05:27:26,8.0,"43.43954867,-72.05279939",2.0,2.0
u25,2013-04-01 04:11:26,7.0,"41.99134713,-71.27689197",2.0,1.0
u25,2013-04-01 17:56:28,8.0,"43.44242939,-72.06891831",2.0,3.0
u25,2013-04-03 17:54:39,7.0,"43.7078117,-72.28487208",3.0,3.0
u25,2013-04-05 17:55:19,7.0,Unknown,3.0,1.0
u25,2013-04-08 05:52:47,8.0,Unknown,1.0,1.0
u25,2013-04-08 05:53:07,8.0,Unknown,1.0,1.0
u25,2013-04-09 17:20:22,8.0,"43.70749748,-72.28712595",1.0,2.0
u25,2013-04-10 17:53:18,7.0,Unknown,3.0,1.0
u25,2013-04-16 17:20:17,8.0,"43.70609873,-72.28690685",1.0,1.0
u25,2013-04-14 22:06:42,4.0,"43.70051117,-72.28678993",3.0,1.0
u25,2013-04-22 18:10:34,6.0,"43.70892266,-72.28457671",3.0,1.0
u27,2013-04-01 17:56:00,4.0,"43.70413216,-72.28586105",3.0,1.0
u27,2013-03-28 20:37:20,5.0,"43.70655446,-72.28713909",4.0,2.0
u27,2013-03-29 18:04:46,5.0,"43.70754161,-72.28527106",3.0,1.0
u27,2013-03-31 20:05:36,9.0,"43.70389316,-72.28575202",1.0,1.0
u27,2013-04-03 17:07:52,5.0,"43.70435602,-72.28669392",2.0,1.0
u27,2013-04-04 19:00:33,7.0,"43.70403288,-72.28595896",2.0,2.0
u27,2013-04-05 17:00:32,5.0,"43.70475035,-72.28638803",2.0,1.0
u27,2013-04-08 18:00:39,3.0,"43.70586093,-72.28868897",3.0,1.0
u27,2013-04-10 17:00:48,2.0,Unknown,4.0,2.0
u27,2013-04-18 20:30:19,7.0,"43.70424431,-72.28559775",2.0,3.0
u27,2013-04-17 17:17:23,3.0,"43.70400104,-72.28585139",4.0,1.0
u27,2013-04-19 18:07:37,6.0,"43.70375531,-72.28604079",2.0,1.0
u27,2013-04-20 23:58:52,12.0,"43.70387421,-72.28565294",1.0,1.0
u27,2013-04-29 17:00:25,0.0,"43.70394816,-72.28577831",4.0,1.0
u27,2013-05-03 17:31:52,6.0,Unknown,1.0,1.0
u27,2013-05-22 17:32:38,3.0,"43.70370727,-72.28600459",4.0,2.0
u30,2013-04-03 18:56:46,8.0,"43.70324769,-72.29030293",1.0,1.0
u30,2013-03-29 03:23:54,8.0,Unknown,1.0,1.0
u30,2013-03-29 03:23:55,8.0,Unknown,1.0,1.0
u30,2013-03-29 17:10:30,8.0,"43.70240618,-72.28732915",1.0,1.0
u30,2013-03-31 08:47:45,6.0,"42.94097068,-72.52796872",2.0,1.0
u30,2013-03-31 17:58:30,7.0,"42.94097068,-72.52796872",2.0,1.0
