uid,resp_time,other_relaxing,other_working,relaxing,working,location
u44,2013-04-13 16:49:45,2.0,1.0,2.0,4.0,
u44,2013-04-15 08:14:24,1.0,1.0,1.0,5.0,
u44,2013-04-16 16:28:29,1.0,1.0,1.0,4.0,
u44,2013-04-17 17:35:14,1.0,2.0,2.0,3.0,
u44,2013-04-18 16:36:28,1.0,1.0,2.0,3.0,
u44,2013-04-19 17:19:59,3.0,1.0,1.0,3.0,"43.69219884,-72.26694325"
u44,2013-04-20 16:34:03,2.0,1.0,2.0,3.0,"43.69222142,-72.26706862"
u44,2013-04-26 16:26:47,1.0,1.0,1.0,4.0,"43.69232314,-72.26697319"
u44,2013-04-21 17:08:49,1.0,1.0,1.0,4.0,"43.6926262,-72.26656479"
u44,2013-04-22 20:17:33,1.0,1.0,1.0,3.0,"43.70957133,-72.28436521"
u44,2013-04-23 17:41:46,1.0,1.0,1.0,5.0,"43.69219053,-72.26692503"
u44,2013-04-25 00:28:25,1.0,1.0,2.0,3.0,"43.69935873,-72.28135033"
u44,2013-04-25 16:27:56,1.0,1.0,2.0,3.0,"43.69221447,-72.26713368"
u44,2013-04-27 17:10:33,1.0,1.0,1.0,4.0,Unknown
u44,2013-04-29 15:12:33,1.0,1.0,1.0,4.0,"43.69198838,-72.26681867"
u44,2013-04-30 15:27:49,1.0,1.0,1.0,4.0,"43.69224381,-72.26703204"
u44,2013-05-01 15:04:07,1.0,1.0,3.0,2.0,"43.69241334,-72.26678771"
u44,2013-05-02 16:27:30,1.0,1.0,1.0,3.0,"43.69204957,-72.26697347"
u44,2013-05-13 17:11:33,5.0,1.0,1.0,1.0,"43.69206484,-72.26700327"
u44,2013-05-16 17:49:58,1.0,1.0,4.0,1.0,"43.69229577,-72.26673522"
u44,2013-05-12 04:31:32,2.0,1.0,1.0,3.0,"43.69231808,-72.26690462"
u44,2013-05-05 17:46:25,1.0,1.0,1.0,5.0,"43.69238395,-72.26701546"
u44,2013-05-12 17:06:19,1.0,1.0,1.0,4.0,"43.69220954,-72.26702639"
u44,2013-05-07 18:25:08,3.0,1.0,1.0,3.0,"43.69255276,-72.26704092"
u44,2013-05-15 16:49:42,1.0,1.0,1.0,5.0,"43.69219289,-72.26671048"
u44,2013-05-14 17:32:08,1.0,1.0,1.0,5.0,"43.69225,-72.26698519"
u44,2013-05-17 17:44:58,1.0,1.0,1.0,4.0,"43.69229406,-72.26664182"
u44,2013-05-18 17:40:48,1.0,1.0,3.0,1.0,"43.6922613,-72.26687932"
u44,2013-05-19 19:36:15,3.0,1.0,1.0,3.0,"43.69142104,-72.26941669"
u44,2013-05-22 17:41:45,1.0,1.0,1.0,4.0,"43.69230566,-72.26694933"
u44,2013-05-23 17:13:43,1.0,1.0,1.0,4.0,"43.69213441,-72.26712004"
u44,2013-05-24 17:21:07,1.0,1.0,1.0,3.0,"43.69215408,-72.26702352"
u44,2013-05-27 17:29:02,1.0,3.0,1.0,3.0,"43.69341383,-72.2733575"
u45,2013-04-09 06:07:41,1.0,1.0,2.0,4.0,
u45,2013-04-11 06:28:48,1.0,1.0,2.0,3.0,
u45,2013-04-13 06:33:35,1.0,1.0,1.0,2.0,
u45,2013-04-12 07:08:32,1.0,1.0,2.0,3.0,
u45,2013-04-21 20:19:01,1.0,1.0,2.0,3.0,"43.70877403,-72.28604331"
u45,2013-04-22 20:06:52,1.0,1.0,3.0,3.0,"43.71765973,-72.30672848"
u46,2013-04-08 04:03:30,3.0,1.0,1.0,3.0,
u46,2013-04-09 02:49:04,2.0,1.0,1.0,4.0,
u46,2013-04-10 06:16:18,3.0,1.0,2.0,2.0,
u46,2013-04-12 06:01:15,1.0,3.0,2.0,3.0,
u46,2013-04-15 16:33:38,1.0,3.0,1.0,3.0,
u46,2013-04-18 19:31:14,3.0,3.0,1.0,2.0,null
u46,2013-04-26 17:19:31,3.0,1.0,2.0,2.0,"43.70525386,-72.29094429"
u47,2013-04-13 07:46:16,1.0,3.0,1.0,3.0,
u47,2013-04-12 07:37:30,1.0,1.0,5.0,5.0,
u47,2013-04-14 06:19:49,1.0,1.0,1.0,5.0,
u47,2013-04-22 20:16:08,1.0,2.0,1.0,4.0,"43.68150483816862,-72.32194293290377"
u49,2013-04-08 04:11:04,4.0,3.0,1.0,1.0,
u49,2013-04-12 06:01:08,2.0,3.0,2.0,3.0,
u49,2013-04-13 06:00:45,1.0,1.0,3.0,4.0,
u49,2013-04-15 06:20:44,3.0,3.0,2.0,2.0,
u49,2013-04-16 07:59:17,2.0,4.0,2.0,2.0,
u49,2013-04-17 18:02:55,2.0,3.0,2.0,3.0,
u49,2013-04-22 20:01:02,1.0,2.0,2.0,4.0,Unknown
u49,2013-04-30 04:07:55,1.0,4.0,3.0,4.0,"43.70723417780009,-72.29061854292074"
u49,2013-05-02 04:57:42,1.0,3.0,2.0,4.0,"43.70138013908776,-72.28825029289776"
u49,2013-05-07 05:58:19,1.0,3.0,2.0,4.0,"43.7035966462642,-72.28889475367946"
u49,2013-05-10 20:08:02,2.0,1.0,3.0,3.0,"43.70578575320415,-72.28875349174373"
u49,2013-05-10 07:56:12,2.0,2.0,2.0,3.0,"43.70711602533703,-72.29071942280484"
u49,2013-05-14 22:58:22,1.0,3.0,3.0,3.0,"43.7059528775494,-72.28796572137354"
u49,2013-05-16 22:59:43,2.0,3.0,2.0,3.0,"43.70286346627294,-72.28975605167592"
u49,2013-05-04 21:05:06,1.0,1.0,2.0,3.0,"43.707379586159206,-72.29060853495425"
u49,2013-05-15 22:21:47,2.0,3.0,1.0,3.0,Unknown
u49,2013-05-13 02:53:31,3.0,3.0,2.0,1.0,"43.59243277218046,-72.1667505396561"
u49,2013-05-17 21:41:33,2.0,3.0,2.0,3.0,"43.70617485402612,-72.28842938820235"
u49,2013-05-23 04:02:54,1.0,4.0,2.0,4.0,Unknown
u49,2013-05-24 06:28:39,1.0,1.0,3.0,3.0,"43.70706086014926,-72.29065677866436"
u49,2013-05-27 02:21:28,3.0,3.0,2.0,2.0,"43.70506898342804,-72.29543466149126"
u49,2013-05-31 07:52:03,1.0,2.0,2.0,4.0,"43.7072259238806,-72.29061095852634"
u50,2013-04-10 07:56:38,4.0,3.0,3.0,5.0,
u50,2013-04-09 07:04:40,1.0,1.0,1.0,1.0,
u50,2013-04-12 06:14:21,4.0,5.0,3.0,1.0,
u50,2013-04-15 06:26:11,4.0,3.0,3.0,3.0,
u51,2013-04-15 23:15:55,3.0,4.0,4.0,1.0,
u51,2013-04-09 07:04:06,1.0,1.0,1.0,1.0,
u51,2013-04-10 08:15:05,1.0,2.0,2.0,2.0,
u51,2013-04-11 07:05:57,2.0,2.0,2.0,2.0,
u51,2013-04-12 06:10:53,2.0,2.0,2.0,2.0,
u51,2013-04-13 06:06:00,2.0,2.0,1.0,3.0,
u51,2013-04-15 23:05:23,1.0,1.0,1.0,3.0,
u51,2013-04-23 02:00:58,1.0,1.0,1.0,3.0,"43.70640485,-72.28685946"
u51,2013-04-24 17:26:35,1.0,1.0,1.0,1.0,Unknown
u51,2013-04-28 19:11:42,1.0,1.0,1.0,1.0,"43.69920201,-72.28970451"
u51,2013-05-16 22:58:41,1.0,1.0,2.0,3.0,"43.70662719,-72.28627772"
u51,2013-05-15 22:50:23,1.0,1.0,1.0,1.0,"43.70527478,-72.2878615"
u51,2013-05-18 23:58:14,1.0,1.0,1.0,1.0,"43.70640288,-72.28703686"
u51,2013-05-17 23:04:28,1.0,1.0,1.0,1.0,"43.70640288,-72.28703686"
u52,2013-04-10 09:14:08,5.0,1.0,1.0,1.0,
u52,2013-04-11 07:44:24,2.0,2.0,3.0,1.0,
u52,2013-04-14 06:25:20,4.0,1.0,1.0,1.0,
u52,2013-04-15 08:27:35,1.0,1.0,1.0,1.0,
u52,2013-04-26 17:18:14,5.0,1.0,1.0,1.0,"43.70710735,-72.28905508333334"
u52,2013-04-22 20:10:55,1.0,1.0,2.0,1.0,Unknown
u52,2013-04-23 17:37:58,2.0,3.0,1.0,2.0,"43.70717328333333,-72.28886893333333"
u53,2013-04-10 09:04:08,2.0,2.0,2.0,3.0,
u53,2013-04-13 08:11:08,1.0,3.0,1.0,4.0,
u53,2013-04-14 07:58:01,4.0,1.0,1.0,1.0,
u53,2013-04-15 08:13:50,2.0,3.0,1.0,1.0,
u53,2013-04-19 02:02:12,1.0,3.0,1.0,3.0,"43.70755802,-72.28617355"
u53,2013-04-22 21:00:23,2.0,1.0,1.0,4.0,"43.70523337,-72.28335329"
u53,2013-05-15 23:38:31,3.0,1.0,3.0,1.0,"43.70356731,-72.28790087"
u54,2013-04-15 06:10:10,1.0,3.0,1.0,2.0,
u54,2013-04-13 06:33:22,1.0,3.0,2.0,2.0,
u56,2013-04-08 04:43:59,4.0,1.0,1.0,1.0,
u56,2013-04-09 08:42:44,4.0,1.0,1.0,1.0,
u56,2013-04-10 18:48:08,2.0,2.0,1.0,3.0,
u56,2013-04-11 06:04:37,2.0,2.0,1.0,3.0,
u56,2013-04-12 07:49:35,2.0,2.0,1.0,3.0,
u56,2013-04-13 08:01:26,1.0,1.0,2.0,4.0,
u56,2013-04-14 06:54:36,2.0,1.0,2.0,4.0,
u56,2013-04-21 20:14:46,4.0,1.0,2.0,1.0,"43.71714069,-72.30916315"
u56,2013-04-22 20:28:58,3.0,1.0,4.0,1.0,"43.70978582,-72.3084436"
u56,2013-06-05 19:21:33,2.0,4.0,1.0,1.0,Unknown
u56,2013-06-03 19:00:40,4.0,1.0,1.0,1.0,"43.71654905,-72.30960914"
u56,2013-06-04 19:25:27,2.0,3.0,1.0,2.0,"43.70336406,-72.28773371"
u57,2013-04-08 04:00:35,2.0,2.0,1.0,1.0,
u57,2013-04-10 06:04:39,4.0,2.0,1.0,1.0,
u57,2013-04-11 06:02:22,2.0,3.0,2.0,1.0,
u57,2013-04-13 06:02:46,2.0,2.0,1.0,2.0,
u57,2013-04-16 22:26:39,1.0,3.0,1.0,2.0,
u57,2013-04-21 19:39:32,4.0,1.0,1.0,2.0,"43.70699159,-72.28872268"
u57,2013-04-24 17:27:57,1.0,4.0,1.0,2.0,"43.70713133,-72.28872466"
u57,2013-04-30 04:04:54,2.0,3.0,1.0,3.0,"43.70287276,-72.29079578"
u57,2013-04-26 17:26:49,2.0,3.0,1.0,3.0,"43.70717415,-72.28914845"
u57,2013-05-08 17:56:37,1.0,4.0,1.0,2.0,"43.70767843,-72.28476978"
u57,2013-05-15 23:37:16,2.0,2.0,2.0,2.0,"43.70722467,-72.28862142"
u57,2013-05-14 22:35:40,2.0,3.0,1.0,2.0,"43.70724345,-72.28952114"
u57,2013-05-17 23:03:47,5.0,2.0,1.0,1.0,"43.70717451,-72.28930368"
u57,2013-06-05 19:00:47,4.0,1.0,2.0,1.0,Unknown
u57,2013-06-03 19:01:51,4.0,1.0,2.0,1.0,"43.70709519,-72.28875588"
u58,2013-04-08 05:16:51,2.0,2.0,4.0,4.0,
u58,2013-04-09 06:33:50,3.0,3.0,3.0,3.0,
u58,2013-04-12 06:01:11,1.0,5.0,5.0,1.0,
u58,2013-04-10 06:30:24,2.0,2.0,4.0,4.0,
u58,2013-04-11 06:00:20,4.0,4.0,2.0,2.0,
u58,2013-04-15 15:43:18,1.0,2.0,5.0,4.0,
u58,2013-04-22 01:51:13,5.0,5.0,1.0,1.0,"43.70637584,-72.28364261"
u58,2013-04-22 20:04:56,5.0,5.0,1.0,1.0,"43.70648266,-72.28207756"
u58,2013-04-24 04:59:57,1.0,1.0,5.0,5.0,"43.70608402,-72.28341837"
u58,2013-04-23 06:03:29,5.0,5.0,1.0,1.0,"43.70622524,-72.28299649"
u58,2013-04-25 17:50:10,4.0,4.0,2.0,2.0,"43.70624722,-72.28332992"
u58,2013-04-26 07:01:41,4.0,4.0,2.0,2.0,"43.70613794,-72.28321669"
u58,2013-04-28 19:19:35,3.0,1.0,4.0,5.0,"43.70610441,-72.28297412"
u58,2013-04-27 17:18:16,3.0,2.0,3.0,4.0,"43.70597848,-72.2832227"
u58,2013-04-26 17:21:55,2.0,2.0,5.0,5.0,"43.70611424,-72.28341297"
u58,2013-05-16 22:51:52,1.0,2.0,5.0,5.0,"43.70520101,-72.28370855"
u58,2013-05-11 01:59:32,1.0,1.0,5.0,5.0,"43.70613957,-72.28332105"
u58,2013-05-14 22:46:21,1.0,2.0,5.0,4.0,"43.70616412,-72.28343833"
u58,2013-05-17 22:16:18,3.0,1.0,3.0,5.0,"43.70621458,-72.28339893"
u58,2013-05-28 22:14:55,4.0,2.0,2.0,4.0,"43.70604724,-72.28331297"
u59,2013-04-08 04:01:39,3.0,1.0,2.0,1.0,
u59,2013-04-14 06:03:14,4.0,1.0,2.0,1.0,
u59,2013-04-16 00:18:21,3.0,3.0,2.0,2.0,
u59,2013-04-10 02:55:10,2.0,3.0,2.0,3.0,
u59,2013-04-10 06:07:35,2.0,3.0,2.0,3.0,
u59,2013-04-11 06:09:22,1.0,3.0,1.0,3.0,
u59,2013-04-14 00:09:58,4.0,1.0,2.0,1.0,
u59,2013-04-12 06:05:41,3.0,2.0,2.0,3.0,
u59,2013-04-14 20:05:54,3.0,2.0,3.0,2.0,
u59,2013-04-18 20:36:23,3.0,3.0,2.0,2.0,3
u59,2013-04-19 18:05:06,4.0,2.0,2.0,2.0,"43.706240337342024,-72.28648857213557"
u59,2013-04-25 19:39:50,3.0,3.0,2.0,2.0,"43.7066536070779,-72.28823712095618"
u59,2013-04-21 20:02:22,3.0,2.0,1.0,1.0,"43.705566599965096,-72.29095076210797"
u59,2013-04-21 09:45:18,5.0,1.0,2.0,1.0,"43.70552251115441,-72.27840791456401"
u59,2013-04-22 17:56:31,1.0,3.0,2.0,2.0,"43.705394812859595,-72.28801399469376"
u59,2013-04-26 17:54:09,3.0,3.0,2.0,2.0,"43.7050887895748,-72.28777066804469"
u59,2013-04-28 01:37:43,4.0,1.0,2.0,1.0,Unknown
u59,2013-04-30 19:05:36,1.0,5.0,1.0,2.0,"43.70579710230231,-72.29083056561649"
u59,2013-05-07 16:59:03,2.0,2.0,3.0,2.0,"43.70395777747035,-72.28751711547375"
u59,2013-05-05 02:46:13,4.0,1.0,2.0,1.0,"43.70176318567246,-72.28840936906636"
u59,2013-05-07 02:31:27,2.0,1.0,3.0,3.0,"43.702828316017985,-72.29103868827224"
u59,2013-05-22 00:07:21,1.0,3.0,3.0,1.0,"43.705348586663604,-72.28977226652205"
u59,2013-05-26 05:34:56,1.0,4.0,1.0,2.0,Unknown
u59,2013-05-26 05:35:01,1.0,4.0,1.0,2.0,Unknown
u59,2013-05-26 19:17:45,4.0,2.0,1.0,1.0,"43.705819859169424,-72.29087230749428"
u59,2013-05-27 19:11:16,1.0,4.0,1.0,3.0,"43.70550733990967,-72.2909749019891"
u59,2013-05-29 02:01:35,1.0,5.0,2.0,2.0,Unknown
u59,2013-05-30 16:14:14,3.0,3.0,2.0,1.0,"43.705530599690974,-72.29089292697608"
u59,2013-05-31 18:11:20,5.0,1.0,1.0,1.0,"43.70569061022252,-72.2908440604806"
u59,2013-06-03 23:56:31,2.0,3.0,2.0,3.0,"29.90284461993724,-90.0272998586297"
u59,2013-06-02 21:32:50,3.0,3.0,3.0,1.0,"29.902841728180647,-90.02745660021901"
